代码,名称,收盘价,涨跌幅,技术形态,买入信号,MA5,MA10,MA20,MA60,布林带上轨,布林线中轨,布林线下轨,布林带位置,MACD_DIF,MACD_DEA,MACD柱,MACD信号,多头排列
000711.SZ,ST京蓝,5.79,5.08%,阳线,观望,55.3,58.15,52.72,42.04,68.08,52.72,37.36,布林带内,3.64,4.97,-2.64,无信号,否
000715.SZ,中兴商业,5.42,3.63%,阳线||布林带下轨,观望,31.22,34.28,37.05,38.24,48.79,37.05,25.31,下轨下方,-2.65,-0.89,-3.51,无信号,否
000716.SZ,黑芝麻,5.76,4.35%,阳线,观望,20.45,20.62,20.25,21.18,22.11,20.25,18.39,布林带内,0.0,-0.07,0.15,无信号,否
000718.SZ,苏宁环球,1.97,0.51%,阳线||布林带下轨,观望,20.93,22.13,22.8,23.48,27.22,22.8,18.37,下轨下方,-0.95,-0.28,-1.34,无信号,否
000720.SZ,新能泰山,4.99,1.84%,阳线||布林带下轨,观望,36.72,40.21,38.07,35.71,47.32,38.07,28.83,下轨下方,-0.15,0.93,-2.16,无信号,否
000722.SZ,湖南发展,13.63,0.74%,阳线,观望,,,,,,,,,,,,,
000723.SZ,美锦能源,4.07,2.78%,阳线||布林带下轨,观望,28.35,28.94,30.26,33.57,33.62,30.26,26.89,下轨下方,-1.4,-1.12,-0.57,无信号,否
000725.SZ,京东方Ａ,5.16,10.02%,阳线||布林带下轨,观望,21.93,22.08,22.12,22.06,24.56,22.12,19.67,下轨下方,-0.1,0.12,-0.43,死叉,否
000726.SZ,鲁  泰Ａ,5.99,0.84%,阳线||布林带下轨,观望,50.69,52.49,53.75,56.29,59.48,53.75,48.02,下轨下方,-1.77,-0.96,-1.63,无信号,否
000727.SZ,冠捷科技,2.88,1.41%,阳线||布林带下轨,观望,15.31,15.58,15.41,15.18,17.31,15.41,13.52,下轨下方,-0.05,0.16,-0.44,死叉,否
000731.SZ,四川美丰,6.33,0.96%,阳线||布林带下轨,观望,69.8,74.52,78.93,83.88,96.77,78.93,61.09,下轨下方,-4.79,-2.21,-5.15,无信号,否
000733.SZ,振华科技,49.17,7.55%,阳线||布林带下轨,观望,106.82,109.64,110.21,116.2,124.35,110.21,96.08,下轨下方,-2.73,-1.36,-2.74,死叉,否
000735.SZ,罗 牛 山,5.95,1.02%,价升,观望,,,,,,,,,,,,,
000736.SZ,*ST中地,5.49,2.43%,阳线||布林带下轨,观望,19.24,20.92,21.47,21.14,27.36,21.47,15.58,下轨下方,-0.86,0.08,-1.88,无信号,否
000737.SZ,北方铜业,14.14,4.66%,阳线||布林带下轨,观望,51.65,56.12,56.22,57.72,66.46,56.22,45.98,下轨下方,-1.53,0.09,-3.24,无信号,否
000751.SZ,锌业股份,5.51,5.15%,阳线||布林带下轨,观望,17.53,19.54,20.73,20.44,25.96,20.73,15.49,下轨下方,-0.93,0.0,-1.86,无信号,否
000752.SZ,*ST西发,9.03,1.35%,阳线||布林带下轨,观望,42.18,43.17,45.27,47.44,51.68,45.27,38.87,下轨下方,-1.66,-1.05,-1.22,无信号,否
000755.SZ,山西高速,5.1,0.20%,阳线||布林带下轨,观望,13.15,13.58,13.62,14.09,15.42,13.62,11.82,下轨下方,-0.31,-0.08,-0.45,死叉,否
000757.SZ,浩物股份,4.42,1.61%,阳线||布林带下轨,观望,21.09,22.99,23.95,25.12,29.57,23.95,18.32,下轨下方,-1.33,-0.44,-1.79,无信号,否
000758.SZ,中色股份,7.1,5.65%,阳线||布林带下轨,观望,109.35,115.42,115.6,116.76,129.03,115.6,102.17,下轨下方,-1.49,0.69,-4.35,无信号,否
000759.SZ,中百集团,4.97,1.02%,阳线||布林带下轨,观望,35.67,37.01,37.98,41.54,42.31,37.98,33.64,下轨下方,-1.62,-1.07,-1.11,无信号,否
000761.SZ,本钢板材,2.59,2.37%,阳线||布林带下轨,观望,6.78,7.27,7.63,8.21,9.53,7.63,5.72,下轨下方,-0.49,-0.22,-0.54,无信号,否
000762.SZ,西藏矿业,31.88,2.02%,阳线||布林带下轨,观望,170.94,184.24,198.28,179.82,240.77,198.28,155.79,下轨下方,-6.39,1.58,-15.95,无信号,否
000767.SZ,晋控电力,4.72,6.55%,阳线||布林带下轨,观望,51.01,52.19,49.22,46.15,59.4,49.22,39.05,下轨下方,1.11,1.93,-1.64,死叉,否
000777.SZ,中核科技,18.56,1.14%,阳线||布林带下轨,观望,124.77,131.9,137.39,154.22,160.71,137.39,114.08,下轨下方,-8.63,-5.97,-5.33,无信号,否
000779.SZ,甘咨询,7.74,1.04%,阳线||布林带下轨,观望,18.71,20.47,21.57,23.25,26.59,21.57,16.54,下轨下方,-1.42,-0.65,-1.56,无信号,否
000782.SZ,恒申新材,7.8,1.30%,阳线||布林带下轨,观望,24.33,25.55,24.23,20.88,29.84,24.23,18.61,下轨下方,0.9,1.58,-1.36,无信号,否
000788.SZ,北大医药,5.54,1.47%,阳线,观望,,,,,,,,,,,,,
000789.SZ,万年青,4.58,0.22%,价升||布林带下轨,观望,37.15,40.49,42.43,45.23,55.75,42.43,29.12,下轨下方,-2.97,-1.07,-3.8,无信号,否
000790.SZ,华神科技,4.31,2.38%,阳线||布林带下轨,观望,50.13,52.27,51.86,50.77,61.23,51.86,42.49,下轨下方,-0.59,0.69,-2.57,无信号,否
000791.SZ,甘肃能源,8.78,0.34%,阳线,观望,,,,,,,,,,,,,
000792.SZ,盐湖股份,32.84,1.73%,阳线,观望,207.2,216.67,227.16,230.86,256.24,227.16,198.09,布林带内,-7.32,-3.76,-7.12,无信号,否
000793.SZ,*ST华闻,2.7,1.50%,阳线||布林带下轨,观望,33.74,35.25,35.93,36.64,41.34,35.93,30.52,下轨下方,-1.12,-0.34,-1.56,无信号,否
000795.SZ,英洛华,9.1,2.36%,阳线||布林带下轨,观望,39.94,42.12,42.65,43.78,48.91,42.65,36.4,下轨下方,-1.23,-0.23,-1.99,无信号,否
000797.SZ,中国武夷,2.6,0.39%,阳线||布林带下轨,观望,15.6,16.75,17.19,18.13,20.48,17.19,13.89,下轨下方,-0.8,-0.29,-1.02,无信号,否
000798.SZ,中水渔业,8.75,1.04%,阳线||布林带下轨,观望,18.66,19.5,20.1,22.31,22.98,20.1,17.23,下轨下方,-1.1,-0.76,-0.68,无信号,否
000801.SZ,四川九洲,13.74,1.78%,阳线||布林带下轨,观望,186.08,195.59,197.45,211.09,224.75,197.45,170.14,下轨下方,-6.7,-3.43,-6.54,无信号,否
000807.SZ,云铝股份,30.76,2.57%,阳线,观望,153.85,156.25,161.68,164.09,175.75,161.68,147.62,布林带内,-3.55,-2.74,-1.61,无信号,否
000812.SZ,陕西金叶,3.85,1.32%,阳线||布林带下轨,观望,27.66,28.45,29.08,30.13,32.57,29.08,25.58,下轨下方,-0.85,-0.36,-0.99,无信号,否
000815.SZ,美利云,19.19,2.90%,阳线||布林带下轨,观望,68.49,73.45,73.95,68.99,87.98,73.95,59.92,下轨下方,-1.53,1.0,-5.06,无信号,否
000816.SZ,智慧农业,2.73,1.87%,阳线||布林带下轨,观望,17.59,18.71,19.99,22.9,23.39,19.99,16.6,下轨下方,-1.38,-1.02,-0.71,无信号,否
000818.SZ,航锦科技,16.08,9.99%,阳线||布林带下轨,观望,30.33,32.77,32.23,37.96,39.19,32.23,25.28,下轨下方,-1.48,-0.97,-1.02,死叉,否
000819.SZ,岳阳兴长,15.51,1.04%,价升||布林带下轨,观望,117.91,124.73,129.2,126.44,155.22,129.2,103.18,下轨下方,-3.77,0.54,-8.62,无信号,否
000820.SZ,*ST节能,3.82,3.24%,阳线||布林带下轨,观望,6.66,7.02,7.02,6.74,8.3,7.02,5.75,下轨下方,-0.09,0.11,-0.4,无信号,否
000821.SZ,ST京机,9.86,1.86%,阳线||布林带下轨,观望,21.03,22.06,22.65,25.9,25.29,22.65,20.02,下轨下方,-1.22,-1.01,-0.42,无信号,否
000822.SZ,山东海化,5.17,1.97%,阳线||布林带下轨,观望,12.57,13.21,13.99,15.04,16.67,13.99,11.3,下轨下方,-0.8,-0.44,-0.72,无信号,否
000823.SZ,超声电子,16.39,7.62%,阳线,观望,,,,,,,,,,,,,
000825.SZ,太钢不锈,3.94,1.29%,阳线||布林带下轨,观望,30.54,32.5,33.85,35.84,40.55,33.85,27.15,下轨下方,-1.75,-0.77,-1.96,无信号,否
000826.SZ,*ST启环,2.26,5.12%,阳线||MA5上穿MA10,观望,13.97,13.82,12.43,13.36,15.7,12.43,9.16,布林带内,0.55,0.28,0.55,无信号,否
000830.SZ,鲁西化工,13.77,2.53%,阳线||布林带下轨,观望,97.39,105.4,112.77,120.57,140.24,112.77,85.31,下轨下方,-7.52,-3.42,-8.19,无信号,否
000831.SZ,中国稀土,51.51,0.68%,阳线||布林带下轨,观望,200.96,215.18,216.12,215.64,251.71,216.12,180.54,下轨下方,-4.37,1.41,-11.56,无信号,否
000833.SZ,粤桂股份,25.73,1.82%,阳线||布林带下轨,观望,44.54,47.31,48.4,46.4,58.87,48.4,37.93,下轨下方,-1.06,0.63,-3.39,无信号,否
000848.SZ,承德露露,8.71,0.23%,价升||布林带下轨,观望,187.73,191.45,191.27,185.16,204.46,191.27,178.07,下轨下方,0.19,2.39,-4.4,无信号,否
000850.SZ,华茂股份,4.2,1.20%,价升||布林带下轨,观望,36.87,38.94,40.7,44.63,48.5,40.7,32.89,下轨下方,-2.49,-1.46,-2.05,无信号,否
000852.SZ,石化机械,6.39,0.31%,价升||布林带下轨,观望,32.48,34.63,35.8,37.51,42.9,35.8,28.71,下轨下方,-1.59,-0.47,-2.24,无信号,否
000856.SZ,冀东装备,10.75,7.07%,阳线||布林带下轨,观望,17.52,18.47,19.12,20.63,23.02,19.12,15.22,下轨下方,-1.08,-0.58,-1.0,无信号,否
000859.SZ,国风新材,10.82,4.64%,阳线||布林带下轨||MA5上穿MA10,观望,38.32,37.95,37.61,40.4,42.99,37.61,32.22,下轨下方,-0.65,-0.53,-0.24,死叉,否
000863.SZ,三湘印象,5.57,3.72%,阳线||布林带下轨,观望,32.8,34.62,33.62,35.16,43.62,33.62,23.61,下轨下方,-0.99,0.11,-2.21,死叉,否
000868.SZ,安凯客车,4.12,0.49%,阳线||布林带下轨,观望,21.4,22.61,23.39,24.43,27.17,23.39,19.61,下轨下方,-1.0,-0.42,-1.15,无信号,否
000877.SZ,天山股份,4.48,3.70%,阳线||布林带下轨,观望,39.22,42.15,43.6,46.13,54.24,43.6,32.96,下轨下方,-2.46,-0.92,-3.08,无信号,否
000878.SZ,云南铜业,18.06,5.86%,阳线,观望,,,,,,,,,,,,,
000881.SZ,中广核技,7.77,2.24%,阳线||布林带下轨,观望,35.17,36.31,36.3,36.82,39.66,36.3,32.95,下轨下方,-0.49,0.02,-1.01,无信号,否
000885.SZ,城发环境,13.48,0.45%,阳线||布林带下轨,观望,28.91,30.04,30.7,30.67,34.49,30.7,26.91,下轨下方,-0.68,-0.05,-1.26,无信号,否
000886.SZ,海南高速,5.08,0.59%,价升||布林带下轨,观望,15.07,15.84,16.46,17.65,19.29,16.46,13.63,下轨下方,-0.85,-0.46,-0.77,无信号,否
000887.SZ,中鼎股份,20.47,6.84%,阳线||MA5上穿MA10,观望,133.95,132.58,131.73,135.96,138.68,131.73,124.78,布林带内,-0.34,-0.63,0.58,无信号,否
000889.SZ,中嘉博创,4.23,4.44%,阳线||布林带下轨,观望,20.05,23.09,23.33,19.62,30.15,23.33,16.52,下轨下方,-0.36,1.03,-2.78,无信号,否
000890.SZ,法尔胜,11.7,0.43%,阳线||布林带下轨,观望,39.28,41.99,47.92,43.35,62.1,47.92,33.74,下轨下方,-2.5,-0.67,-3.66,无信号,否
000892.SZ,欢瑞世纪,4.16,1.22%,价升,观望,10.65,10.96,11.91,14.48,14.34,11.91,9.47,布林带内,-1.16,-1.1,-0.11,无信号,否
000897.SZ,津滨发展,1.98,1.02%,阳线||布林带下轨,观望,11.85,12.55,12.92,13.31,15.1,12.92,10.74,下轨下方,-0.5,-0.16,-0.7,无信号,否
000898.SZ,鞍钢股份,2.03,0.50%,阳线||布林带下轨,观望,4.66,4.97,5.2,5.56,6.08,5.2,4.32,下轨下方,-0.27,-0.14,-0.26,无信号,否
000899.SZ,赣能股份,13.08,1.95%,阳线||布林带下轨,观望,40.99,42.18,42.13,43.0,47.02,42.13,37.23,下轨下方,-0.61,0.04,-1.31,无信号,否
000902.SZ,新洋丰,14.22,0.42%,阳线||布林带下轨,观望,47.24,49.93,51.74,55.46,59.41,51.74,44.06,下轨下方,-2.28,-1.2,-2.16,无信号,否
000903.SZ,ST云动,1.87,0.54%,阳线||布林带下轨,观望,20.74,21.98,23.66,26.38,28.56,23.66,18.76,下轨下方,-1.78,-1.26,-1.04,无信号,否
000905.SZ,厦门港务,10.0,0.50%,阳线,观望,,,,,,,,,,,,,
000906.SZ,浙商中拓,6.32,2.27%,阳线||布林带下轨,观望,33.52,35.78,36.06,35.06,43.46,36.06,28.66,下轨下方,-0.75,0.45,-2.39,无信号,否
000908.SZ,ST景峰,7.38,1.51%,阳线,观望,,,,,,,,,,,,,
000910.SZ,大亚圣象,6.77,0.30%,价升,观望,,,,,,,,,,,,,
000912.SZ,泸天化,4.01,1.78%,阳线||布林带下轨,观望,10.29,10.92,11.69,12.57,14.25,11.69,9.12,下轨下方,-0.76,-0.42,-0.67,无信号,否
000917.SZ,电广传媒,8.1,1.12%,阳线||布林带下轨,观望,62.48,65.02,69.21,75.51,82.35,69.21,56.07,下轨下方,-4.21,-2.89,-2.63,无信号,否
000919.SZ,金陵药业,6.56,0.92%,价升||布林带下轨,观望,23.47,24.74,25.73,26.6,30.08,25.73,21.39,下轨下方,-1.23,-0.56,-1.33,无信号,否
000920.SZ,沃顿科技,11.3,5.02%,阳线||布林带下轨,观望,33.54,35.34,36.48,38.79,41.94,36.48,31.03,下轨下方,-1.54,-0.73,-1.62,无信号,否
000922.SZ,佳电股份,13.91,5.78%,阳线,观望,,,,,,,,,,,,,
000923.SZ,河钢资源,15.76,2.94%,阳线||布林带下轨,观望,26.14,28.89,30.49,33.8,37.97,30.49,23.0,下轨下方,-2.3,-1.23,-2.14,无信号,否
000925.SZ,众合科技,8.34,1.96%,阳线||布林带下轨,观望,28.97,32.8,32.75,28.59,40.6,32.75,24.89,下轨下方,0.15,1.47,-2.63,无信号,否
000927.SZ,中国铁物,2.68,1.13%,阳线||布林带下轨,观望,4.35,4.56,4.73,4.98,5.51,4.73,3.95,下轨下方,-0.23,-0.12,-0.22,无信号,否
000929.SZ,*ST兰黄,11.52,4.82%,阳线||布林带下轨,观望,26.54,27.43,26.82,25.59,31.02,26.82,22.62,下轨下方,0.11,0.67,-1.12,死叉,否
000930.SZ,中粮科技,5.21,0.39%,价升||布林带下轨,观望,32.75,34.73,36.64,41.06,43.38,36.64,29.89,下轨下方,-2.55,-1.71,-1.68,无信号,否
000931.SZ,中 关 村,4.38,0.46%,阳线,观望,5.61,5.67,5.82,6.19,6.25,5.82,5.39,布林带内,-0.17,-0.17,-0.0,无信号,否
000933.SZ,神火股份,30.83,2.29%,阳线||布林带下轨,观望,317.89,328.88,339.42,351.39,372.35,339.42,306.49,下轨下方,-10.29,-5.96,-8.65,无信号,否
000935.SZ,四川双马,31.6,0.45%,价升||布林带下轨,观望,74.51,76.14,72.53,67.76,84.55,72.53,60.51,下轨下方,1.83,2.67,-1.68,死叉,否
000936.SZ,华西股份,7.0,0.29%,阳线||布林带下轨,观望,42.43,45.19,46.44,46.8,54.95,46.44,37.92,下轨下方,-1.64,-0.35,-2.58,无信号,否
000938.SZ,紫光股份,29.86,2.09%,阳线||布林带下轨,观望,185.13,200.83,208.64,187.36,274.84,208.64,142.45,下轨下方,-5.92,5.53,-22.89,无信号,否
000948.SZ,南天信息,14.1,0.50%,阳线||布林带下轨,观望,31.32,33.49,34.48,36.41,42.47,34.48,26.48,下轨下方,-1.82,-0.66,-2.32,无信号,否
000949.SZ,新乡化纤,7.3,0.41%,价升||布林带下轨,观望,32.2,34.13,34.79,33.06,39.68,34.79,29.9,下轨下方,-0.5,0.43,-1.86,无信号,否
000950.SZ,重药控股,6.18,0.98%,阳线||布林带下轨,观望,15.17,15.75,15.28,14.93,17.3,15.28,13.26,下轨下方,-0.02,0.2,-0.44,死叉,否
000951.SZ,中国重汽,20.89,0.43%,价升||布林带下轨,观望,86.32,93.73,97.88,99.39,121.13,97.88,74.63,下轨下方,-5.56,-1.9,-7.31,无信号,否
000952.SZ,广济药业,7.24,1.40%,阳线||布林带下轨,观望,16.56,17.99,18.33,18.76,23.71,18.33,12.96,下轨下方,-0.84,-0.06,-1.57,无信号,否
000953.SZ,河化股份,6.98,3.41%,阳线||布林带下轨,观望,17.22,17.73,17.73,18.15,19.66,17.73,15.8,下轨下方,-0.28,-0.02,-0.52,无信号,否
000955.SZ,欣龙控股,4.57,1.56%,阳线||布林带下轨,观望,10.9,11.47,12.03,12.49,13.98,12.03,10.08,下轨下方,-0.53,-0.23,-0.6,无信号,否
000957.SZ,中通客车,11.15,0.63%,价升||布林带下轨,观望,54.0,56.45,58.62,57.74,66.47,58.62,50.77,下轨下方,-1.63,-0.3,-2.65,无信号,否
000960.SZ,锡业股份,38.01,4.74%,阳线,观望,,,,,,,,,,,,,
000962.SZ,东方钽业,62.25,10.00%,阳线||多头排列||MA5上穿MA10,多头排列,187.64,180.84,172.01,169.58,201.26,172.01,142.76,布林带内,5.55,4.94,1.21,无信号,是
000965.SZ,天保基建,3.41,0.29%,阳线||布林带下轨,观望,10.09,10.35,10.47,10.91,11.2,10.47,9.75,下轨下方,-0.21,-0.12,-0.19,无信号,否
000966.SZ,长源电力,4.74,0.85%,阳线||布林带下轨,观望,17.62,18.3,18.14,18.32,20.77,18.14,15.5,下轨下方,-0.24,0.1,-0.7,死叉,否
000967.SZ,盈峰环境,12.98,7.72%,阳线||布林带下轨,观望,64.05,68.35,70.57,56.78,83.26,70.57,57.88,下轨下方,0.8,3.51,-5.41,无信号,否
000968.SZ,蓝焰控股,7.89,0.38%,阳线||布林带下轨,观望,15.38,15.95,16.71,18.24,19.55,16.71,13.87,下轨下方,-0.97,-0.62,-0.7,无信号,否
000969.SZ,安泰科技,22.72,2.48%,阳线||布林带下轨,观望,132.57,136.62,136.07,138.27,148.01,136.07,124.14,下轨下方,-1.23,0.23,-2.92,无信号,否
000970.SZ,中科三环,11.95,2.84%,阳线||布林带下轨,观望,198.98,210.41,213.11,222.76,245.33,213.11,180.89,下轨下方,-6.87,-2.02,-9.71,无信号,否
000975.SZ,山金国际,23.89,2.23%,阳线,观望,,,,,,,,,,,,,
000977.SZ,浪潮信息,68.25,2.93%,阳线,观望,,,,,,,,,,,,,
000980.SZ,众泰汽车,2.58,5.74%,阳线||布林带下轨,观望,5.23,5.56,5.33,5.41,6.46,5.33,4.21,下轨下方,-0.0,0.11,-0.22,死叉,否
000983.SZ,山西焦煤,6.41,0.16%,价升||布林带下轨,观望,66.24,71.16,73.69,76.08,93.93,73.69,53.45,下轨下方,-3.77,-0.79,-5.96,无信号,否
000985.SZ,大庆华科,18.26,1.44%,阳线||布林带下轨,观望,28.68,29.91,30.82,31.84,35.02,30.82,26.62,下轨下方,-1.0,-0.35,-1.3,无信号,否
000988.SZ,华工科技,156.31,1.53%,阳线||多头排列||MA5上穿MA10,多头排列,1508.16,1486.89,1378.89,1222.93,1722.26,1378.89,1035.52,布林带内,70.09,85.16,-30.14,死叉,是
000997.SZ,新 大 陆,24.81,10.02%,阳线||布林带下轨,观望,236.45,238.02,230.76,232.83,259.0,230.76,202.52,下轨下方,1.19,2.62,-2.87,死叉,否
000998.SZ,隆平高科,8.44,0.24%,阳线||布林带下轨,观望,89.74,93.86,97.32,103.85,109.63,97.32,85.0,下轨下方,-4.34,-2.74,-3.2,无信号,否
002001.SZ,新 和 成,31.59,3.10%,阳线||布林带下轨,观望,976.63,1044.84,1096.27,1150.21,1331.1,1096.27,861.44,下轨下方,-64.57,-29.58,-69.97,无信号,否
002005.SZ,ST德豪,2.98,3.83%,阳线||布林带下轨,观望,25.41,26.2,26.71,26.83,29.15,26.71,24.27,下轨下方,-0.43,-0.06,-0.72,无信号,否
002006.SZ,精工科技,18.39,1.04%,阳线||布林带下轨,观望,134.32,136.42,135.17,138.64,151.38,135.17,118.97,下轨下方,-1.56,0.19,-3.5,死叉,否
002008.SZ,大族激光,146.28,2.59%,阳线,观望,,,,,,,,,,,,,
002009.SZ,天奇股份,26.43,0.30%,阳线||布林带下轨,观望,134.7,138.09,131.91,134.75,154.74,131.91,109.09,下轨下方,0.11,1.49,-2.76,死叉,否
002010.SZ,传化智联,5.39,2.08%,阳线||布林带下轨,观望,47.26,50.03,52.34,55.17,62.92,52.34,41.75,下轨下方,-2.72,-1.17,-3.09,无信号,否
002011.SZ,盾安环境,12.91,4.37%,阳线||布林带下轨,观望,69.39,69.85,68.5,69.65,73.97,68.5,63.04,下轨下方,0.07,0.39,-0.65,死叉,否
002012.SZ,凯恩股份,7.82,4.13%,阳线||布林带下轨,观望,36.14,36.25,35.89,35.71,39.36,35.89,32.41,下轨下方,0.0,0.27,-0.53,死叉,否
002014.SZ,永新股份,11.14,0.27%,阳线||布林带下轨,观望,98.56,103.56,105.73,109.69,124.94,105.73,86.51,下轨下方,-4.23,-1.52,-5.43,无信号,否
002015.SZ,协鑫能科,21.55,7.00%,阳线||布林带下轨,观望,124.22,130.18,125.12,113.96,148.53,125.12,101.72,下轨下方,2.3,5.12,-5.63,无信号,否
002016.SZ,世荣兆业,4.82,1.47%,阳线||布林带下轨,观望,34.7,36.99,38.46,41.22,46.25,38.46,30.68,下轨下方,-2.25,-1.12,-2.25,无信号,否
002017.SZ,东信和平,18.03,1.75%,阳线||布林带下轨,观望,138.51,151.24,156.67,165.88,198.76,156.67,114.57,下轨下方,-9.31,-2.9,-12.82,无信号,否
002021.SZ,中捷资源,2.98,3.83%,阳线||布林带下轨,观望,30.62,33.16,33.84,35.27,41.46,33.84,26.23,下轨下方,-1.45,-0.25,-2.4,无信号,否
002022.SZ,科华生物,5.67,1.43%,阳线||布林带下轨,观望,81.55,86.16,88.05,89.39,106.01,88.05,70.09,下轨下方,-3.31,-0.6,-5.43,无信号,否
002023.SZ,海特高新,12.67,3.01%,阳线||布林带下轨,观望,119.4,124.99,124.14,114.54,140.82,124.14,107.46,下轨下方,0.43,3.51,-6.18,无信号,否
002025.SZ,航天电器,74.8,3.57%,阳线||布林带下轨,观望,427.4,436.19,443.94,405.76,488.09,443.94,399.79,下轨下方,-1.65,5.4,-14.1,无信号,否
002026.SZ,山东威达,12.92,2.30%,阳线||布林带下轨,观望,43.33,44.7,45.28,46.72,49.52,45.28,41.03,下轨下方,-1.05,-0.44,-1.21,无信号,否
002031.SZ,巨轮智能,7.4,1.93%,阳线,观望,102.04,102.73,92.63,92.55,118.64,92.63,66.62,布林带内,3.47,3.69,-0.45,死叉,否
002035.SZ,华帝股份,5.45,0.74%,阳线||布林带下轨,观望,91.21,96.14,99.88,105.05,118.02,99.88,81.74,下轨下方,-5.15,-2.54,-5.2,无信号,否
002036.SZ,联创电子,10.3,10.04%,阳线||布林带下轨,观望,55.55,57.99,58.18,64.9,72.13,58.18,44.24,下轨下方,-2.76,-1.59,-2.35,死叉,否
002037.SZ,保利联合,7.87,1.42%,阳线||布林带下轨,观望,30.19,31.7,32.29,32.95,36.57,32.29,28.01,下轨下方,-0.95,-0.26,-1.4,无信号,否
002038.SZ,双鹭药业,6.11,0.66%,价升||布林带下轨,观望,140.29,152.49,161.54,167.81,209.08,161.54,114.0,下轨下方,-12.28,-5.29,-13.97,无信号,否
002042.SZ,华孚时尚,4.95,5.10%,阳线||布林带下轨,观望,34.65,36.06,36.95,35.32,42.92,36.95,30.98,下轨下方,-0.66,0.37,-2.06,无信号,否
002044.SZ,美年健康,5.9,2.25%,阳线||布林带下轨,观望,50.12,52.21,50.48,51.57,60.33,50.48,40.62,下轨下方,-0.28,0.67,-1.89,死叉,否
002045.SZ,国光电器,10.96,1.76%,阳线||布林带下轨,观望,56.26,58.39,59.33,63.02,65.79,59.33,52.86,下轨下方,-1.97,-1.08,-1.78,无信号,否
002046.SZ,国机精工,54.99,10.00%,阳线||布林带下轨,观望,289.68,318.7,320.75,298.82,385.08,320.75,256.41,下轨下方,-4.3,7.73,-24.05,无信号,否
002048.SZ,宁波华翔,29.88,4.29%,阳线||布林带下轨,观望,188.61,196.46,196.23,195.98,226.2,196.23,166.27,下轨下方,-3.11,1.0,-8.22,无信号,否
002049.SZ,紫光国微,79.73,2.36%,阳线||布林带下轨,观望,421.38,442.4,439.34,425.17,531.86,439.34,346.81,下轨下方,-4.64,8.58,-26.44,无信号,否
002050.SZ,三花智控,54.05,2.31%,阳线||布林带下轨,观望,568.71,589.9,576.52,561.02,704.29,576.52,448.75,下轨下方,-2.33,12.63,-29.91,死叉,否
002052.SZ,同洲电子,10.81,0.46%,阳线,观望,75.69,77.66,73.82,75.7,84.95,73.82,62.69,布林带内,0.91,1.0,-0.18,死叉,否
002054.SZ,德美化工,8.2,4.33%,阳线,观望,,,,,,,,,,,,,
002055.SZ,ST得润,7.17,4.98%,价升||多头排列||布林带上轨||MA5上穿MA10,多头排列,40.26,38.38,37.6,37.02,41.44,37.6,33.77,上轨上方,1.07,0.47,1.21,无信号,是
002056.SZ,横店东磁,20.37,3.24%,阳线,观望,177.65,178.37,176.76,184.68,183.98,176.76,169.54,布林带内,-0.63,-0.81,0.36,无信号,否
002057.SZ,中钢天源,9.33,3.32%,阳线||布林带下轨,观望,51.73,55.33,56.64,59.12,67.44,56.64,45.83,下轨下方,-2.31,-0.62,-3.38,无信号,否
002058.SZ,*ST威尔,26.08,1.64%,阳线,观望,60.8,61.13,59.62,53.92,64.86,59.62,54.37,布林带内,2.07,2.27,-0.39,无信号,否
002060.SZ,广东建工,3.57,0.56%,价升,观望,,,,,,,,,,,,,
002061.SZ,浙江交科,3.68,0.27%,价升||布林带下轨,观望,12.26,12.98,13.39,13.87,16.01,13.39,10.76,下轨下方,-0.58,-0.19,-0.78,无信号,否
002063.SZ,远光软件,6.37,0.95%,阳线||布林带下轨,观望,99.24,105.84,108.32,113.07,136.31,108.32,80.32,下轨下方,-5.26,-1.35,-7.82,死叉,否
002064.SZ,华峰化学,10.4,1.36%,阳线||布林带下轨,观望,120.39,125.46,128.85,127.87,140.25,128.85,117.45,下轨下方,-2.14,-0.34,-3.59,无信号,否
002065.SZ,东华软件,8.05,0.37%,价升||布林带下轨,观望,255.51,260.16,260.92,264.38,274.61,260.92,247.23,下轨下方,-2.28,-0.47,-3.63,无信号,否
002068.SZ,黑猫股份,10.28,2.49%,阳线||多头排列||MA5上穿MA10,多头排列,58.56,56.53,54.23,52.46,61.31,54.23,47.15,布林带内,1.88,1.56,0.66,无信号,是
002069.SZ,獐子岛,3.59,1.41%,价升||布林带下轨,观望,30.23,31.23,32.02,32.37,36.0,32.02,28.05,下轨下方,-0.84,-0.21,-1.26,无信号,否
002072.SZ,凯瑞德,7.28,4.30%,阳线||MA5上穿MA10,观望,8.03,7.97,8.08,8.23,8.53,8.08,7.63,布林带内,-0.07,-0.08,0.02,无信号,否
002074.SZ,国轩高科,35.3,1.26%,阳线,观望,159.33,162.26,168.17,168.24,183.7,168.17,152.65,布林带内,-3.34,-1.85,-2.99,无信号,否
