日期,代码,名称,市场板块,收盘价,涨跌幅,趋势,热度,热度排名,大单净额,量比,换手率,成交额,成交量(手),昨日成交量(手),成交量对比,量能状态,总市值,诊股综合评分,技术面评分,资金面评分,技术形态,买入信号,同花顺行业,最相关概念,所属概念数量
2026-05-22,688700.SH,东威科技,科创板,77.69,10.87%,开,1556504,114,0万元,1.89,140213.0,1813.57亿,18135701,19232021,-5.70%,正常,231.83万,6.6,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002491.SZ,通鼎互联,深市主板,22.13,1.79%,开,1542939,115,0万元,0.84,143397.0,64.10亿,640958,1525473,-57.98%,缩量,260.35万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300570.SZ,太辰光,创业板,151.8,2.21%,开,1542022,116,0万元,0.77,143098.0,9.34亿,93410,242983,-61.56%,缩量,291.75万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601318.SH,中国平安,沪市主板,53.88,0.22%,开,1529196,117,0万元,0.51,142808.0,26.54亿,265382,1035931,-74.38%,缩量,5743.64万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300763.SZ,锦浪科技,创业板,113.15,4.56%,开,1526857,118,0万元,1.53,140408.0,12.16亿,121581,159228,-23.64%,正常,363.88万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000338.SZ,潍柴动力,深市主板,33.09,2.51%,开,1512536,119,0万元,0.85,139999.0,42.00亿,419998,991015,-57.62%,缩量,1655.66万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605111.SH,新洁能,沪市主板,56.71,6.84%,开,1507403,120,0万元,0.99,137321.0,24.45亿,244458,491532,-50.27%,缩量,235.54万,6.2,6.3,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002484.SZ,江海股份,深市主板,57.8,4.13%,开,1499676,121,0万元,0.99,137905.0,23.82亿,238231,480568,-50.43%,缩量,474.23万,5.9,6.2,4.3,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601126.SH,四方股份,沪市主板,82.38,0.87%,开,1496826,122,0万元,1.14,139248.0,16.63亿,166340,292634,-43.16%,缩量,679.71万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301200.SZ,大族数控,创业板,259.97,4.21%,开,1468055,123,0万元,0.9,134699.0,5.16亿,51640,114465,-54.89%,缩量,1105.49万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002290.SZ,禾盛新材,深市主板,103.94,6.55%,开,1466312,124,0万元,0.96,133356.0,12.90亿,129047,268760,-51.98%,缩量,256.94万,6.2,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600869.SH,远东股份,沪市主板,21.04,0.19%,开,1465802,125,0万元,1.18,136485.0,64.82亿,648224,1097302,-40.93%,缩量,466.95万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600150.SH,中国船舶,沪市主板,38.89,1.28%,开,1464900,126,0万元,0.57,135852.0,34.85亿,348451,1217573,-71.38%,缩量,2926.71万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300548.SZ,长芯博创,创业板,234.78,1.43%,开,1457509,127,0万元,0.76,135036.0,5.71亿,57092,150294,-62.01%,缩量,632.22万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300199.SZ,翰宇药业,创业板,24.43,7.38%,开,1432143,128,0万元,2.32,129522.0,53.17亿,531749,458404,+16.00%,正常,182.04万,6.2,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300757.SZ,罗博特科,创业板,526.0,0.38%,开,1430938,129,0万元,0.64,132903.0,2.51亿,25122,78068,-67.82%,缩量,804.70万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002929.SZ,润建股份,深市主板,81.93,1.35%,开,1427271,130,0万元,0.74,132053.0,16.02亿,160206,431855,-62.90%,缩量,175.65万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600460.SH,士兰微,沪市主板,31.9,3.10%,开,1424163,131,0万元,0.82,130865.0,41.35亿,413479,1010266,-59.07%,缩量,530.84万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603893.SH,瑞芯微,沪市主板,191.6,2.41%,开,1400955,132,0万元,0.6,128893.0,6.73亿,67283,222973,-69.82%,缩量,806.47万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002138.SZ,顺络电子,深市主板,42.2,5.76%,开,1398342,133,0万元,1.07,126952.0,30.11亿,301131,561876,-46.41%,缩量,319.24万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300776.SZ,帝尔激光,创业板,149.31,1.36%,开,1392542,134,0万元,0.78,128572.0,8.46亿,84558,217362,-61.10%,缩量,250.97万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002938.SZ,鹏鼎控股,深市主板,103.93,10.00%,开,1390020,135,0万元,0.46,124001.0,11.93亿,119314,523152,-77.19%,缩量,2400.19万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603186.SH,华正新材,沪市主板,119.87,6.48%,开,1389536,136,0万元,1.02,125716.0,10.50亿,104956,205106,-48.83%,缩量,187.94万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688629.SH,华丰科技,科创板,136.15,1.56%,开,1383275,137,0万元,0.81,127548.0,933.73亿,9337315,22997760,-59.40%,缩量,247.50万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688603.SH,天承科技,科创板,170.82,20.00%,开,1381880,138,0万元,1.14,118188.0,710.59亿,7105893,12511452,-43.20%,缩量,81.01万,7.5,7.0,5.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601727.SH,上海电气,沪市主板,8.95,3.11%,开,1380862,139,0万元,0.99,126531.0,142.04亿,1420373,2857395,-50.29%,缩量,1129.10万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002031.SZ,巨轮智能,深市主板,7.43,2.34%,开,1375797,140,0万元,0.85,126409.0,171.66亿,1716624,4021690,-57.32%,缩量,142.18万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300496.SZ,中科创达,创业板,70.62,2.29%,开,1371562,141,0万元,1.06,126012.0,17.77亿,177703,336375,-47.17%,缩量,260.32万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605358.SH,立昂微,沪市主板,51.34,0.16%,开,1365620,142,0万元,0.67,126484.0,24.50亿,244974,731692,-66.52%,缩量,344.69万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603067.SH,振华股份,沪市主板,45.29,6.41%,开,1362662,143,0万元,1.5,123059.0,27.23亿,272321,363462,-25.08%,正常,342.18万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002466.SZ,天齐锂业,深市主板,65.84,0.09%,开,1354026,144,0万元,0.59,125357.0,19.11亿,191061,644388,-70.35%,缩量,971.62万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603678.SH,火炬电子,沪市主板,37.11,8.35%,开,1347001,145,0万元,3.65,120525.0,32.55亿,325549,178501,+82.38%,放量,176.48万,6.3,6.4,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002036.SZ,联创电子,深市主板,9.69,3.53%,开,1341018,146,0万元,3.53,122339.0,124.65亿,1246543,705547,+76.68%,放量,102.27万,5.9,6.2,4.2,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300014.SZ,亿纬锂能,创业板,64.33,0.59%,开,1331711,147,0万元,0.52,122874.0,19.15亿,191529,741945,-74.19%,缩量,1358.96万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300166.SZ,东方国信,创业板,18.72,0.54%,开,1329525,148,0万元,0.66,122684.0,64.95亿,649453,1968881,-67.01%,缩量,169.56万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688519.SH,南亚新材,科创板,203.53,11.22%,开,1326642,149,0万元,2.05,117055.0,595.17亿,5951727,5801205,+2.59%,正常,477.83万,6.6,6.6,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603290.SH,斯达半导,沪市主板,129.15,5.66%,开,1325957,150,0万元,1.16,119765.0,9.42亿,94174,162744,-42.13%,缩量,309.28万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002594.SZ,比亚迪,深市主板,93.76,0.27%,开,1321086,151,0万元,0.7,121975.0,13.08亿,130838,373950,-65.01%,缩量,3269.05万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301377.SZ,鼎泰高科,创业板,290.05,12.05%,开,1295814,152,0万元,1.31,113557.0,3.93亿,39273,60100,-34.65%,缩量,286.75万,6.7,6.6,4.8,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600206.SH,有研新材,沪市主板,29.55,2.18%,开,1283622,153,0万元,0.93,117273.0,39.62亿,396232,855281,-53.67%,缩量,250.16万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002460.SZ,赣锋锂业,深市主板,75.47,0.19%,开,1281919,154,0万元,0.54,118099.0,15.71亿,157138,580290,-72.92%,缩量,914.11万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688167.SH,炬光科技,科创板,472.0,2.50%,开,1277928,155,0万元,0.65,116542.0,247.16亿,2471604,7579755,-67.39%,缩量,424.14万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000700.SZ,模塑科技,深市主板,15.42,2.19%,开,1277384,156,0万元,0.82,116645.0,76.75亿,767455,1879662,-59.17%,缩量,141.56万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300520.SZ,科大国创,创业板,36.94,8.62%,开,1272275,157,0万元,3.81,112920.0,29.55亿,295488,155291,+90.28%,放量,104.25万,6.4,6.4,4.6,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002465.SZ,海格通信,深市主板,16.61,2.72%,开,1259895,158,0万元,0.77,114629.0,69.49亿,694870,1812185,-61.66%,缩量,411.58万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002741.SZ,光华科技,深市主板,24.75,7.38%,开,1253736,159,0万元,2.01,111686.0,44.71亿,447095,445453,+0.37%,正常,105.52万,6.2,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603596.SH,伯特利,沪市主板,33.44,1.64%,开,1249736,160,0万元,1.04,114153.0,34.10亿,341029,654346,-47.88%,缩量,300.17万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600673.SH,东阳光,沪市主板,37.22,2.87%,开,1249172,161,0万元,0.84,113480.0,30.71亿,307074,734546,-58.20%,缩量,1117.18万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600580.SH,卧龙电驱,沪市主板,40.69,0.07%,开,1248468,162,0万元,0.58,114810.0,28.15亿,281477,978617,-71.24%,缩量,633.80万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605117.SH,DR德业股,沪市主板,121.08,1.59%,开,1247321,163,0万元,1.15,113935.0,9.34亿,93384,163102,-42.75%,缩量,1541.47万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000962.SZ,东方钽业,深市主板,59.76,5.60%,开,1241288,164,0万元,1.2,111328.0,18.49亿,184948,309413,-40.23%,缩量,299.80万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688507.SH,索辰科技,科创板,151.38,5.94%,开,1237848,165,0万元,1.05,110814.0,736.75亿,7367549,13971186,-47.27%,缩量,74.53万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688213.SH,思特威-W,科创板,109.04,0.20%,开,1237340,166,0万元,0.6,113633.0,1035.03亿,10350309,34554129,-70.05%,缩量,352.75万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000636.SZ,风华高科,深市主板,37.62,10.00%,开,1233810,167,0万元,0.43,108381.0,29.01亿,290098,1336047,-78.29%,缩量,435.27万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002049.SZ,紫光国微,深市主板,78.21,0.41%,开,1233054,168,0万元,0.58,113100.0,14.44亿,144352,501676,-71.23%,缩量,664.41万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605006.SH,山东玻纤,沪市主板,15.74,9.99%,开,1230825,169,0万元,2.14,108086.0,69.85亿,698457,652430,+7.05%,正常,94.45万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301071.SZ,力量钻石,创业板,64.65,8.31%,开,1226747,170,0万元,1.85,108520.0,16.90亿,168978,182358,-7.34%,正常,124.69万,6.3,6.4,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688257.SH,新锐股份,科创板,92.4,8.72%,开,1223583,171,0万元,1.56,107999.0,1187.41亿,11874143,15235450,-22.06%,正常,233.23万,6.4,6.4,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603890.SH,春秋电子,沪市主板,22.97,10.01%,开,1221347,172,0万元,1.19,107130.0,47.74亿,477411,800285,-40.34%,缩量,102.63万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688300.SH,联瑞新材,科创板,132.65,13.31%,开,1217761,173,0万元,1.64,105122.0,822.62亿,8226158,10019904,-17.90%,正常,320.31万,6.8,6.7,4.9,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605589.SH,圣泉集团,沪市主板,44.47,1.16%,开,1214130,174,0万元,0.93,110833.0,24.78亿,247773,533384,-53.55%,缩量,376.18万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688099.SH,XD晶晨股,科创板,114.26,3.85%,开,1197779,175,0万元,0.89,107851.0,940.02亿,9400214,21156725,-55.57%,缩量,481.22万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300438.SZ,鹏辉能源,创业板,84.9,0.09%,开,1176071,176,0万元,0.58,107560.0,12.60亿,125972,433592,-70.95%,缩量,343.14万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002975.SZ,博杰股份,深市主板,121.55,10.00%,开,1175300,177,0万元,1.18,102530.0,8.61亿,86100,145816,-40.95%,缩量,166.95万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301396.SZ,宏景科技,创业板,302.59,1.79%,开,1171638,178,0万元,0.86,106269.0,3.46亿,34619,80362,-56.92%,缩量,305.85万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002885.SZ,京泉华,深市主板,52.04,6.57%,开,1161379,179,0万元,0.89,102851.0,19.61亿,196147,440305,-55.45%,缩量,123.47万,6.2,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002025.SZ,航天电器,深市主板,73.59,1.90%,开,1151344,180,0万元,0.74,104186.0,14.09亿,140856,378651,-62.80%,缩量,334.00万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300201.SZ,海伦哲,创业板,17.84,9.05%,开,1149102,181,0万元,1.72,100387.0,57.22亿,572236,663920,-13.81%,正常,179.05万,6.4,6.5,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301421.SZ,波长光电,创业板,126.5,5.49%,开,1141434,182,0万元,0.98,101400.0,8.38亿,83821,171780,-51.20%,缩量,58.58万,6.0,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002364.SZ,中恒电气,深市主板,50.4,2.50%,开,1136757,183,0万元,0.64,102425.0,20.41亿,204109,633189,-67.76%,缩量,281.28万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601600.SH,中国铝业,沪市主板,11.04,1.85%,开,1130155,184,0万元,0.67,102093.0,92.59亿,925897,2752390,-66.36%,缩量,1454.34万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000960.SZ,锡业股份,深市主板,36.95,1.82%,开,1128753,185,0万元,0.69,101966.0,27.43亿,274299,792394,-65.38%,缩量,607.99万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600089.SH,特变电工,沪市主板,25.95,0.15%,开,1125021,186,0万元,0.49,102425.0,39.52亿,395244,1611905,-75.48%,缩量,1311.20万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002759.SZ,天际股份,深市主板,36.4,0.22%,开,1116281,187,0万元,0.6,101518.0,27.98亿,279847,934237,-70.05%,缩量,182.34万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688702.SH,盛科通信-U,科创板,301.0,0.04%,开,1112896,188,0万元,0.0,101268.0,334.08亿,3340804,0,0%,缩量,611.01万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688025.SH,杰普特,科创板,416.0,9.47%,开,1108548,189,0万元,1.3,96118.0,239.29亿,2392918,3678240,-34.94%,缩量,395.41万,6.4,6.5,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002636.SZ,金安国纪,深市主板,44.79,4.94%,开,1101058,190,0万元,1.1,97634.0,21.88亿,218848,399095,-45.16%,缩量,324.42万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603115.SH,海星股份,沪市主板,115.3,9.04%,开,1098935,191,0万元,1.44,95373.0,8.49亿,84857,118116,-28.16%,正常,278.90万,6.4,6.5,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002635.SZ,安洁科技,深市主板,18.66,7.12%,开,1093921,192,0万元,2.07,95833.0,52.05亿,520467,501854,+3.71%,正常,73.81万,6.2,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301358.SZ,湖南裕能,创业板,91.43,0.01%,开,1093644,193,0万元,0.74,99359.0,10.94亿,109392,294944,-62.91%,缩量,694.81万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300953.SZ,震裕科技,创业板,251.72,0.78%,开,1088463,194,0万元,0.79,98456.0,3.89亿,38880,97908,-60.29%,缩量,313.54万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688396.SH,华润微,科创板,60.93,1.89%,开,1086418,195,0万元,0.63,97697.0,1607.86亿,16078627,50886369,-68.40%,缩量,809.28万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688205.SH,德科立,科创板,254.22,1.79%,开,1085459,196,0万元,0.75,97649.0,382.59亿,3825895,10265139,-62.73%,缩量,402.39万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300037.SZ,新宙邦,创业板,69.39,4.30%,开,1084274,197,0万元,0.66,96278.0,14.10亿,140988,429234,-67.15%,缩量,375.27万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601179.SH,中国西电,沪市主板,16.31,1.18%,开,1077353,198,0万元,0.49,97146.0,60.14亿,601404,2443883,-75.39%,缩量,836.03万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002617.SZ,露笑科技,深市主板,9.05,1.80%,开,1073858,199,0万元,0.88,96486.0,104.92亿,1049187,2378984,-55.90%,缩量,169.92万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688795.SH,摩尔线程-U,科创板,692.87,0.08%,开,1068075,200,0万元,0.0,96770.0,139.05亿,1390460,0,0%,缩量,203.58万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301093.SZ,华兰股份,创业板,129.66,17.65%,开,1059190,201,0万元,3.29,87095.0,6.93亿,69294,42120,+64.52%,放量,203.56万,7.3,6.9,5.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301550.SZ,斯菱智驱,创业板,199.56,1.44%,开,1052368,202,0万元,0.85,94515.0,4.73亿,47276,111345,-57.54%,缩量,281.54万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688536.SH,思瑞浦,科创板,296.46,2.33%,开,1048117,203,0万元,0.8,93645.0,315.25亿,3152539,7852022,-59.85%,缩量,402.14万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688146.SH,中船特气,科创板,132.4,3.54%,开,1041783,204,0万元,0.78,92407.0,699.66亿,6996632,17980423,-61.09%,缩量,191.94万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000426.SZ,兴业银锡,深市主板,40.29,1.08%,开,1037543,205,0万元,0.66,93215.0,23.16亿,231644,706918,-67.23%,缩量,715.23万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600589.SH,大位科技,沪市主板,12.56,1.13%,开,1035136,206,0万元,0.49,92950.0,74.30亿,743042,3048906,-75.63%,缩量,185.70万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
